EMDH0-EMDU0,EMDW2H20
NGF0-NGG1,NGES13F19
NGM0-NGG1,NGES8M20
NGG0-NGG1,NGES12G20
NGH0-NGG1,NGES11H20
NGJ0-NGG1,NGES10J20
NGK0-NGG1,NGES9K20
NGN0-NGG1,NGES7N20
NGQ0-NGG1,NGES6Q20
NGU0-NGG1,NGES5U20
NGV0-NGG1,NGES4V20
NGX0-NGG1,NGES3X20
NGZ0-NGG1,NGES2Z20
NGF1-NGG1,NGES1F20
NGU0-NGZ2,NGES27U20
NGV0-NGZ2,NGES26V20
NGX0-NGZ2,NGES25X20
NGZ0-NGZ2,NGES24Z20
NGF1-NGZ2,NGES23F20
NGG1-NGZ2,NGES22G21
NGH1-NGZ2,NGES21H21
NGU9-NGZ2,NGES39U19
NGV9-NGZ2,NGES38V19
NGJ1-NGZ2,NGES20J21
NGK1-NGZ2,NGES19K21
NGM1-NGZ2,NGES18M21
NGX9-NGZ2,NGES37X19
NGZ9-NGZ2,NGES36Z19
NGF0-NGZ2,NGES35F19
NGG0-NGZ2,NGES34G20
NGN1-NGZ2,NGES17N21
NGQ1-NGZ2,NGES16Q21
NGU1-NGZ2,NGES15U21
NGU0-NGF2,NGES16U20
NGV0-NGF2,NGES15V20
NGH0-NGZ2,NGES33H20
NGJ0-NGZ2,NGES32J20
NGX0-NGF2,NGES14X20
NGZ0-NGF2,NGES13Z20
NGK0-NGZ2,NGES31K20
NGM0-NGZ2,NGES30M20
NGN0-NGZ2,NGES29N20
NGQ0-NGZ2,NGES28Q20
NGQ1-NGF2,NGES5Q21
NGU9-NGZ0,NGES15U19
NGV9-NGZ0,NGES14V19
NGX9-NGZ0,NGES13X19
NGZ9-NGZ0,NGES12Z19
NGF0-NGZ0,NGES11F19
NGG0-NGZ0,NGES10G20
NGV1-NGZ2,NGES14V21
NGX1-NGZ2,NGES13X21
NGU1-NGF2,NGES4U21
NGV1-NGF2,NGES3V21
NGU9-NGF2,NGES28U19
NGV9-NGF2,NGES27V19
NGF1-NGF2,NGES12F20
NGG1-NGF2,NGES11G21
NGH1-NGF2,NGES10H21
NGJ1-NGF2,NGES9J21
NGH0-NGZ0,NGES9H20
NGJ0-NGZ0,NGES8J20
NGK0-NGZ0,NGES7K20
NGX9-NGF2,NGES26X19
NGM0-NGZ0,NGES6M20
NGN0-NGZ0,NGES5N20
NGQ0-NGZ0,NGES4Q20
NGZ9-NGF2,NGES25Z19
NGU0-NGZ0,NGES3U20
NGF0-NGF2,NGES24F19
NGG0-NGF2,NGES23G20
NGH0-NGF2,NGES22H20
NGV0-NGZ0,NGES2V20
NGX0-NGZ0,NGES1X20
NGK1-NGF2,NGES8K21
NGM1-NGF2,NGES7M21
NGN1-NGF2,NGES6N21
NGX1-NGF2,NGES2X21
NGZ1-NGF2,NGES1Z21
NGJ0-NGF2,NGES21J20
NGK0-NGF2,NGES20K20
NGM0-NGF2,NGES19M20
NGN0-NGF2,NGES18N20
NGQ0-NGF2,NGES17Q20
NGU9-NGJ1,NGES19U19
NGV9-NGJ1,NGES18V19
NGX9-NGJ1,NGES17X19
NGZ9-NGJ1,NGES16Z19
NGF0-NGJ1,NGES15F19
NGG0-NGJ1,NGES14G20
NGH0-NGJ1,NGES13H20
NGJ0-NGJ1,NGES12J20
NGK0-NGJ1,NGES11K20
NGM0-NGJ1,NGES10M20
NGN0-NGJ1,NGES9N20
NGQ0-NGJ1,NGES8Q20
NGU0-NGJ1,NGES7U20
NGV0-NGJ1,NGES6V20
NGX0-NGJ1,NGES5X20
NGZ0-NGJ1,NGES4Z20
NGF1-NGJ1,NGES3F20
NGG1-NGJ1,NGES2G21
NGH1-NGJ1,NGES1H21
NGN2-NGZ2,NGES5N22
NGQ2-NGZ2,NGES4Q22
NGU2-NGZ2,NGES3U22
NGZ1-NGZ2,NGES12Z21
NGF2-NGZ2,NGES11F21
NGG2-NGZ2,NGES10G22
NGH2-NGZ2,NGES9H22
NGJ2-NGZ2,NGES8J22
NGK2-NGZ2,NGES7K22
NGM2-NGZ2,NGES6M22
NGV2-NGZ2,NGES2V22
NGX2-NGZ2,NGES1X22
NGV9-NGZ9,NGES2V19
NGU9-NGF1,NGES16U19
NGV9-NGF1,NGES15V19
NGX9-NGF1,NGES14X19
NGZ9-NGF1,NGES13Z19
NGF0-NGF1,NGES12F19
NGG0-NGF1,NGES11G20
NGU9-NGV9,NGES1U19
NGH0-NGF1,NGES10H20
NGJ0-NGF1,NGES9J20
NGK0-NGF1,NGES8K20
NGM0-NGF1,NGES7M20
NGN0-NGF1,NGES6N20
NGQ0-NGF1,NGES5Q20
NGX9-NGZ9,NGES1X19
NGU0-NGF1,NGES4U20
NGV0-NGF1,NGES3V20
NGX0-NGF1,NGES2X20
NGZ0-NGF1,NGES1Z20
NGU9-NGX0,NGES14U19
NGV9-NGX0,NGES13V19
NGX9-NGX0,NGES12X19
NGU9-NGZ9,NGES3U19
NGZ9-NGX0,NGES11Z19
NGF0-NGX0,NGES10F19
NGG0-NGX0,NGES9G20
NGH0-NGX0,NGES8H20
NGJ0-NGX0,NGES7J20
NGU9-NGH0,NGES6U19
NGK0-NGX0,NGES6K20
NGM0-NGX0,NGES5M20
NGN0-NGX0,NGES4N20
NGZ2-NGM3,NGES6Z22
NGF3-NGM3,NGES5F22
NGG3-NGM3,NGES4G23
NGH3-NGM3,NGES3H23
NGJ3-NGM3,NGES2J23
NGK3-NGM3,NGES1K23
NGK0-NGM3,NGES37K20
NGM0-NGM3,NGES36M20
NGN0-NGM3,NGES35N20
NGQ0-NGM3,NGES34Q20
NGU0-NGM3,NGES33U20
NGQ0-NGX0,NGES3Q20
NGV0-NGM3,NGES32V20
NGX0-NGM3,NGES31X20
NGZ0-NGM3,NGES30Z20
NGU0-NGX0,NGES2U20
NGF1-NGM3,NGES29F20
NGG1-NGM3,NGES28G21
NGV0-NGX0,NGES1V20
NGH1-NGM3,NGES27H21
NGJ1-NGM3,NGES26J21
NGK1-NGM3,NGES25K21
NGM1-NGM3,NGES24M21
NGN1-NGM3,NGES23N21
NGQ1-NGM3,NGES22Q21
NGU1-NGM3,NGES21U21
NGZ9-NGH0,NGES3Z19
NGF0-NGH0,NGES2F19
NGV1-NGM3,NGES20V21
NGX9-NGH0,NGES4X19
NGX1-NGM3,NGES19X21
NGZ1-NGM3,NGES18Z21
NGV9-NGH0,NGES5V19
NGF2-NGM3,NGES17F21
NGG2-NGM3,NGES16G22
NGH2-NGM3,NGES15H22
NGG0-NGH0,NGES1G20
NGU9-NGM3,NGES45U19
NGV9-NGM3,NGES44V19
NGX9-NGM3,NGES43X19
NGZ9-NGM3,NGES42Z19
NGF0-NGM3,NGES41F19
NGG0-NGM3,NGES40G20
NGH0-NGM3,NGES39H20
NGJ0-NGM3,NGES38J20
NGJ2-NGM3,NGES14J22
NGK2-NGM3,NGES13K22
NGM2-NGM3,NGES12M22
NGN2-NGM3,NGES11N22
NGQ2-NGM3,NGES10Q22
NGU2-NGM3,NGES9U22
NGV2-NGM3,NGES8V22
NGX2-NGM3,NGES7X22
NGU9-NGQ3,NGES47U19
NGV9-NGQ3,NGES46V19
NGX9-NGQ3,NGES45X19
NGZ9-NGQ3,NGES44Z19
NGF0-NGQ3,NGES43F19
NGG0-NGQ3,NGES42G20
NGH0-NGQ3,NGES41H20
NGJ0-NGQ3,NGES40J20
NGK0-NGQ3,NGES39K20
NGM0-NGQ3,NGES38M20
NGN0-NGQ3,NGES37N20
NGQ0-NGQ3,NGES36Q20
NGU0-NGQ3,NGES35U20
NGV0-NGQ3,NGES34V20
NGX0-NGQ3,NGES33X20
NGZ0-NGQ3,NGES32Z20
NGF1-NGQ3,NGES31F20
NGG1-NGQ3,NGES30G21
NGH1-NGQ3,NGES29H21
NGJ1-NGQ3,NGES28J21
NGK1-NGQ3,NGES27K21
NGM1-NGQ3,NGES26M21
NGN1-NGQ3,NGES25N21
NGQ1-NGQ3,NGES24Q21
NGU1-NGQ3,NGES23U21
NGV1-NGQ3,NGES22V21
NGX1-NGQ3,NGES21X21
NGZ1-NGQ3,NGES20Z21
NGF2-NGQ3,NGES19F21
NGG2-NGQ3,NGES18G22
NGU9-NGJ0,NGES7U19
NGH0-NGJ0,NGES1H20
NGG0-NGJ0,NGES2G20
NGZ9-NGJ0,NGES4Z19
NGF0-NGJ0,NGES3F19
NGU9-NGX9,NGES2U19
NGX9-NGJ0,NGES5X19
NGV9-NGJ0,NGES6V19
NGH2-NGQ3,NGES17H22
NGJ2-NGQ3,NGES16J22
NGK2-NGQ3,NGES15K22
NGM2-NGQ3,NGES14M22
NGN2-NGQ3,NGES13N22
NGQ2-NGQ3,NGES12Q22
NGU2-NGQ3,NGES11U22
NGV2-NGQ3,NGES10V22
NGX2-NGQ3,NGES9X22
NGZ2-NGQ3,NGES8Z22
NGF3-NGQ3,NGES7F22
NGG3-NGQ3,NGES6G23
NGH3-NGQ3,NGES5H23
NGJ3-NGQ3,NGES4J23
NGK3-NGQ3,NGES3K23
NGM3-NGQ3,NGES2M23
NGN3-NGQ3,NGES1N23
NGZ9-NGN0,NGES7Z19
NGF0-NGN0,NGES6F19
NGG0-NGN0,NGES5G20
NGH0-NGN0,NGES4H20
NGJ0-NGN0,NGES3J20
NGU9-NGM0,NGES9U19
NGK0-NGN0,NGES2K20
NGM0-NGN0,NGES1M20
NGU9-NGU1,NGES24U19
NGV9-NGU1,NGES23V19
NGX9-NGU1,NGES22X19
NGZ9-NGU1,NGES21Z19
NGF0-NGU1,NGES20F19
NGG0-NGU1,NGES19G20
NGH0-NGU1,NGES18H20
NGJ0-NGU1,NGES17J20
NGK0-NGU1,NGES16K20
NGM0-NGU1,NGES15M20
NGV9-NGM0,NGES8V19
NGN0-NGU1,NGES14N20
NGQ0-NGU1,NGES13Q20
NGU0-NGU1,NGES12U20
NGV0-NGU1,NGES11V20
NGX0-NGU1,NGES10X20
NGZ0-NGU1,NGES9Z20
NGF1-NGU1,NGES8F20
NGG1-NGU1,NGES7G21
NGH1-NGU1,NGES6H21
NGJ1-NGU1,NGES5J21
NGK1-NGU1,NGES4K21
NGX9-NGM0,NGES7X19
NGZ9-NGM0,NGES6Z19
NGM1-NGU1,NGES3M21
NGN1-NGU1,NGES2N21
NGF0-NGM0,NGES5F19
NGQ1-NGU1,NGES1Q21
NGG0-NGM0,NGES4G20
NGU9-NGN0,NGES10U19
NGH0-NGM0,NGES3H20
NGV9-NGN0,NGES9V19
NGX9-NGN0,NGES8X19
NGJ0-NGM0,NGES2J20
NGK0-NGM0,NGES1K20
NGU9-NGN2,NGES34U19
NGV9-NGN2,NGES33V19
NGX9-NGN2,NGES32X19
NGZ9-NGN2,NGES31Z19
NGF0-NGN2,NGES30F19
NGG0-NGN2,NGES29G20
NGH0-NGN2,NGES28H20
NGJ0-NGN2,NGES27J20
NGK0-NGN2,NGES26K20
NGM0-NGN2,NGES25M20
NGN0-NGN2,NGES24N20
NGQ0-NGN2,NGES23Q20
NGV0-NGN2,NGES21V20
NGU0-NGN2,NGES22U20
NGX0-NGN2,NGES20X20
NGZ0-NGN2,NGES19Z20
NGF1-NGN2,NGES18F20
NGG1-NGN2,NGES17G21
NGH1-NGN2,NGES16H21
NGJ1-NGN2,NGES15J21
NGK1-NGN2,NGES14K21
NGM1-NGN2,NGES13M21
NGN1-NGN2,NGES12N21
NGQ1-NGN2,NGES11Q21
NGU1-NGN2,NGES10U21
NGV1-NGN2,NGES9V21
NGX1-NGN2,NGES8X21
NGZ1-NGN2,NGES7Z21
NGF2-NGN2,NGES6F21
NGG2-NGN2,NGES5G22
NGH2-NGN2,NGES4H22
NGJ2-NGN2,NGES3J22
NGK2-NGN2,NGES2K22
NGM2-NGN2,NGES1M22
NGU9-NGG3,NGES41U19
NGV9-NGG3,NGES40V19
NGX9-NGG3,NGES39X19
NGZ9-NGG3,NGES38Z19
NGF0-NGG3,NGES37F19
NGG0-NGG3,NGES36G20
NGH0-NGG3,NGES35H20
NGJ0-NGG3,NGES34J20
NGK0-NGG3,NGES33K20
NGM0-NGG3,NGES32M20
NGN0-NGG3,NGES31N20
NGQ0-NGG3,NGES30Q20
NGU0-NGG3,NGES29U20
NGV0-NGG3,NGES28V20
NGX0-NGG3,NGES27X20
NGZ0-NGG3,NGES26Z20
NGF1-NGG3,NGES25F20
NGG1-NGG3,NGES24G21
NGH1-NGG3,NGES23H21
NGJ1-NGG3,NGES22J21
NGK1-NGG3,NGES21K21
NGM1-NGG3,NGES20M21
NGN1-NGG3,NGES19N21
NGQ1-NGG3,NGES18Q21
NGU1-NGG3,NGES17U21
NGV1-NGG3,NGES16V21
NGX1-NGG3,NGES15X21
NGZ1-NGG3,NGES14Z21
NGF2-NGG3,NGES13F21
NGG2-NGG3,NGES12G22
NGH2-NGG3,NGES11H22
NGJ2-NGG3,NGES10J22
NGK2-NGG3,NGES9K22
NGM2-NGG3,NGES8M22
NGN2-NGG3,NGES7N22
NGQ2-NGG3,NGES6Q22
NGU2-NGG3,NGES5U22
NGV2-NGG3,NGES4V22
NGX2-NGG3,NGES3X22
NGZ2-NGG3,NGES2Z22
NGF3-NGG3,NGES1F22
NGZ9-NGH1,NGES15Z19
NGF0-NGH1,NGES14F19
NGG0-NGH1,NGES13G20
NGH0-NGH1,NGES12H20
NGJ0-NGH1,NGES11J20
NGK0-NGH1,NGES10K20
NGM0-NGH1,NGES9M20
NGN0-NGH1,NGES8N20
NGQ0-NGH1,NGES7Q20
NGU0-NGH1,NGES6U20
NGV0-NGH1,NGES5V20
NGX0-NGH1,NGES4X20
NGU9-NGH1,NGES18U19
NGV9-NGH1,NGES17V19
NGX9-NGH1,NGES16X19
NGZ0-NGH1,NGES3Z20
NGF1-NGH1,NGES2F20
NGG1-NGH1,NGES1G21
NGU9-NGH3,NGES42U19
NGV9-NGH3,NGES41V19
NGX9-NGH3,NGES40X19
NGZ9-NGH3,NGES39Z19
NGF0-NGH3,NGES38F19
NGG0-NGH3,NGES37G20
NGH0-NGH3,NGES36H20
NGJ0-NGH3,NGES35J20
NGK0-NGH3,NGES34K20
NGM0-NGH3,NGES33M20
NGN0-NGH3,NGES32N20
NGQ0-NGH3,NGES31Q20
NGU0-NGH3,NGES30U20
NGV0-NGH3,NGES29V20
NGX0-NGH3,NGES28X20
NGZ0-NGH3,NGES27Z20
NGF1-NGH3,NGES26F20
NGG1-NGH3,NGES25G21
NGH1-NGH3,NGES24H21
NGJ1-NGH3,NGES23J21
NGK1-NGH3,NGES22K21
NGM1-NGH3,NGES21M21
NGN1-NGH3,NGES20N21
NGQ1-NGH3,NGES19Q21
NGU1-NGH3,NGES18U21
NGV1-NGH3,NGES17V21
NGX1-NGH3,NGES16X21
NGZ1-NGH3,NGES15Z21
NGF2-NGH3,NGES14F21
NGG2-NGH3,NGES13G22
NGH2-NGH3,NGES12H22
NGJ2-NGH3,NGES11J22
NGK2-NGH3,NGES10K22
NGM2-NGH3,NGES9M22
NGN2-NGH3,NGES8N22
NGQ2-NGH3,NGES7Q22
NGU2-NGH3,NGES6U22
NGV2-NGH3,NGES5V22
NGX2-NGH3,NGES4X22
NGZ2-NGH3,NGES3Z22
NGF3-NGH3,NGES2F22
NGG3-NGH3,NGES1G23
NGF1-NGN1,NGES6F20
NGG1-NGN1,NGES5G21
NGH1-NGN1,NGES4H21
NGK0-NGN1,NGES14K20
NGM0-NGN1,NGES13M20
NGN0-NGN1,NGES12N20
NGJ1-NGN1,NGES3J21
NGU9-NGN1,NGES22U19
NGV9-NGN1,NGES21V19
NGX9-NGN1,NGES20X19
NGZ9-NGN1,NGES19Z19
NGF0-NGN1,NGES18F19
NGQ0-NGN1,NGES11Q20
NGU0-NGN1,NGES10U20
NGV0-NGN1,NGES9V20
NGX0-NGN1,NGES8X20
NGZ0-NGN1,NGES7Z20
NGK1-NGN1,NGES2K21
NGM1-NGN1,NGES1M21
NGG0-NGN1,NGES17G20
NGH0-NGN1,NGES16H20
NGJ0-NGN1,NGES15J20
NGU9-NGZ1,NGES27U19
NGV9-NGZ1,NGES26V19
NGX9-NGZ1,NGES25X19
NGZ9-NGZ1,NGES24Z19
NGF0-NGZ1,NGES23F19
NGG0-NGZ1,NGES22G20
NGH0-NGZ1,NGES21H20
NGJ0-NGZ1,NGES20J20
NGK0-NGZ1,NGES19K20
NGM0-NGZ1,NGES18M20
NGN0-NGZ1,NGES17N20
NGQ0-NGZ1,NGES16Q20
NGU0-NGZ1,NGES15U20
NGV0-NGZ1,NGES14V20
NGX0-NGZ1,NGES13X20
NGZ0-NGZ1,NGES12Z20
NGF1-NGZ1,NGES11F20
NGG1-NGZ1,NGES10G21
NGH1-NGZ1,NGES9H21
NGJ1-NGZ1,NGES8J21
NGK1-NGZ1,NGES7K21
NGM1-NGZ1,NGES6M21
NGN1-NGZ1,NGES5N21
NGQ1-NGZ1,NGES4Q21
NGU1-NGZ1,NGES3U21
NGV1-NGZ1,NGES2V21
NGX1-NGZ1,NGES1X21
NGU9-NGK3,NGES44U19
NGZ9-NGK3,NGES41Z19
NGV9-NGK3,NGES43V19
NGX9-NGK3,NGES42X19
NGH0-NGK3,NGES38H20
NGG0-NGK3,NGES39G20
NGF0-NGK3,NGES40F19
NGJ0-NGK3,NGES37J20
NGK0-NGK3,NGES36K20
NGM0-NGK3,NGES35M20
NGN0-NGK3,NGES34N20
NGQ0-NGK3,NGES33Q20
NGU0-NGK3,NGES32U20
NGV0-NGK3,NGES31V20
NGX0-NGK3,NGES30X20
NGF1-NGK3,NGES28F20
NGZ0-NGK3,NGES29Z20
NGG1-NGK3,NGES27G21
NGH1-NGK3,NGES26H21
NGQ1-NGX2,NGES15Q21
NGU1-NGX2,NGES14U21
NGV1-NGX2,NGES13V21
NGX1-NGX2,NGES12X21
NGZ1-NGX2,NGES11Z21
NGF2-NGX2,NGES10F21
NGM0-NGU0,NGES3M20
NGQ0-NGX2,NGES27Q20
NGU0-NGX2,NGES26U20
NGV0-NGX2,NGES25V20
NGJ1-NGK3,NGES25J21
NGX0-NGX2,NGES24X20
NGK1-NGK3,NGES24K21
NGZ0-NGX2,NGES23Z20
NGM1-NGK3,NGES23M21
NGN1-NGK3,NGES22N21
NGQ1-NGK3,NGES21Q21
NGU1-NGK3,NGES20U21
NGV1-NGK3,NGES19V21
NGG2-NGX2,NGES9G22
NGX1-NGK3,NGES18X21
NGZ1-NGK3,NGES17Z21
NGH2-NGX2,NGES8H22
NGF2-NGK3,NGES16F21
NGG2-NGK3,NGES15G22
NGH2-NGK3,NGES14H22
NGJ2-NGX2,NGES7J22
NGJ2-NGK3,NGES13J22
NGK2-NGK3,NGES12K22
NGM2-NGK3,NGES11M22
NGN2-NGK3,NGES10N22
NGQ2-NGK3,NGES9Q22
NGU2-NGK3,NGES8U22
NGK0-NGM1,NGES13K20
NGM0-NGM1,NGES12M20
NGU9-NGX2,NGES38U19
NGV2-NGK3,NGES7V22
NGV9-NGX2,NGES37V19
NGX2-NGK3,NGES6X22
NGZ2-NGK3,NGES5Z22
NGF3-NGK3,NGES4F22
NGG3-NGK3,NGES3G23
NGH3-NGK3,NGES2H23
NGJ3-NGK3,NGES1J23
NGX9-NGX2,NGES36X19
NGZ9-NGX2,NGES35Z19
NGF0-NGX2,NGES34F19
NGG0-NGX2,NGES33G20
NGH0-NGX2,NGES32H20
NGJ0-NGX2,NGES31J20
NGK1-NGM1,NGES1K21
NGU9-NGM1,NGES21U19
NGV9-NGM1,NGES20V19
NGX9-NGM1,NGES19X19
NGZ9-NGM1,NGES18Z19
NGF0-NGM1,NGES17F19
NGG0-NGM1,NGES16G20
NGH0-NGM1,NGES15H20
NGJ0-NGM1,NGES14J20
NGN0-NGM1,NGES11N20
NGQ0-NGM1,NGES10Q20
NGU0-NGM1,NGES9U20
NGV0-NGM1,NGES8V20
NGX0-NGM1,NGES7X20
NGF1-NGM1,NGES5F20
NGZ0-NGM1,NGES6Z20
NGG1-NGM1,NGES4G21
NGH1-NGM1,NGES3H21
NGJ1-NGM1,NGES2J21
NGF1-NGX2,NGES22F20
NGG1-NGX2,NGES21G21
NGH1-NGX2,NGES20H21
NGK2-NGX2,NGES6K22
NGM2-NGX2,NGES5M22
NGN2-NGX2,NGES4N22
NGQ2-NGX2,NGES3Q22
NGJ1-NGX2,NGES19J21
NGK1-NGX2,NGES18K21
NGM1-NGX2,NGES17M21
NGN1-NGX2,NGES16N21
NGU2-NGX2,NGES2U22
NGV2-NGX2,NGES1V22
NGF2-NGG2,NGES1F21
NGK0-NGX2,NGES30K20
NGM0-NGX2,NGES29M20
NGN0-NGX2,NGES28N20
NGU9-NGJ2,NGES31U19
NGV9-NGJ2,NGES30V19
NGX9-NGJ2,NGES29X19
NGZ9-NGJ2,NGES28Z19
NGU9-NGK1,NGES20U19
NGV9-NGK1,NGES19V19
NGX9-NGK1,NGES18X19
NGZ9-NGK1,NGES17Z19
NGF0-NGK1,NGES16F19
NGF0-NGJ2,NGES27F19
NGG0-NGJ2,NGES26G20
NGH0-NGJ2,NGES25H20
NGV9-NGG0,NGES4V19
NGJ0-NGJ2,NGES24J20
NGK0-NGJ2,NGES23K20
NGG0-NGK1,NGES15G20
NGH0-NGK1,NGES14H20
NGJ0-NGK1,NGES13J20
NGM0-NGJ2,NGES22M20
NGN0-NGJ2,NGES21N20
NGQ0-NGJ2,NGES20Q20
NGU0-NGJ2,NGES19U20
NGV0-NGJ2,NGES18V20
NGX0-NGJ2,NGES17X20
NGZ0-NGJ2,NGES16Z20
NGX1-NGJ2,NGES5X21
NGZ1-NGJ2,NGES4Z21
NGK0-NGK1,NGES12K20
NGM0-NGK1,NGES11M20
NGF2-NGJ2,NGES3F21
NGN0-NGK1,NGES10N20
NGV9-NGX9,NGES1V19
NGQ0-NGK1,NGES9Q20
NGU0-NGK1,NGES8U20
NGV0-NGK1,NGES7V20
NGX0-NGK1,NGES6X20
NGF1-NGJ2,NGES15F20
NGZ0-NGK1,NGES5Z20
NGF1-NGK1,NGES4F20
NGG1-NGK1,NGES3G21
NGG1-NGJ2,NGES14G21
NGH1-NGJ2,NGES13H21
NGH1-NGK1,NGES2H21
NGJ1-NGJ2,NGES12J21
NGK1-NGJ2,NGES11K21
NGM1-NGJ2,NGES10M21
NGN1-NGJ2,NGES9N21
NGQ1-NGJ2,NGES8Q21
NGU1-NGJ2,NGES7U21
NGV1-NGJ2,NGES6V21
NGJ1-NGK1,NGES1J21
NGG2-NGJ2,NGES2G22
NGH2-NGJ2,NGES1H22
NGU9-NGG0,NGES5U19
NGF0-NGG0,NGES1F19
NGU9-NGQ2,NGES35U19
NGV9-NGQ2,NGES34V19
NGX9-NGQ2,NGES33X19
NGZ9-NGQ2,NGES32Z19
NGF0-NGQ2,NGES31F19
NGG0-NGQ2,NGES30G20
NGH0-NGQ2,NGES29H20
NGJ0-NGQ2,NGES28J20
NGK0-NGQ2,NGES27K20
NGM0-NGQ2,NGES26M20
NGN0-NGQ2,NGES25N20
NGU0-NGQ2,NGES23U20
NGV0-NGQ2,NGES22V20
NGX0-NGQ2,NGES21X20
NGZ0-NGQ2,NGES20Z20
NGF1-NGQ2,NGES19F20
NGQ0-NGQ2,NGES24Q20
NGG1-NGQ2,NGES18G21
NGH1-NGQ2,NGES17H21
NGJ1-NGQ2,NGES16J21
NGM1-NGQ2,NGES14M21
NGN1-NGQ2,NGES13N21
NGQ1-NGQ2,NGES12Q21
NGV1-NGQ2,NGES10V21
NGX1-NGQ2,NGES9X21
NGZ1-NGQ2,NGES8Z21
NGF2-NGQ2,NGES7F21
NGG2-NGQ2,NGES6G22
NGH2-NGQ2,NGES5H22
NGJ2-NGQ2,NGES4J22
NGK2-NGQ2,NGES3K22
NGM2-NGQ2,NGES2M22
NGN2-NGQ2,NGES1N22
NGU1-NGQ2,NGES11U21
NGZ9-NGV1,NGES22Z19
NGF0-NGV1,NGES21F19
NGG0-NGV1,NGES20G20
NGH0-NGV1,NGES19H20
NGJ0-NGV1,NGES18J20
NGK0-NGV1,NGES17K20
NGM0-NGV1,NGES16M20
NGN0-NGV1,NGES15N20
NGQ0-NGV1,NGES14Q20
NGU0-NGV1,NGES13U20
NGU9-NGV1,NGES25U19
NGV9-NGV1,NGES24V19
NGX9-NGV1,NGES23X19
NGV0-NGV1,NGES12V20
NGX0-NGV1,NGES11X20
NGZ0-NGV1,NGES10Z20
NGF1-NGV1,NGES9F20
NGG1-NGV1,NGES8G21
NGH1-NGV1,NGES7H21
NGJ1-NGV1,NGES6J21
NGK1-NGV1,NGES5K21
NGM1-NGV1,NGES4M21
NGN1-NGV1,NGES3N21
NGQ1-NGV1,NGES2Q21
NGU1-NGV1,NGES1U21
NGU9-NGF3,NGES40U19
NGV9-NGF3,NGES39V19
NGX9-NGF3,NGES38X19
NGZ9-NGF3,NGES37Z19
NGF0-NGF3,NGES36F19
NGG0-NGF3,NGES35G20
NGH0-NGF3,NGES34H20
NGJ0-NGF3,NGES33J20
NGQ0-NGF3,NGES29Q20
NGU0-NGF3,NGES28U20
NGV0-NGF3,NGES27V20
NGM2-NGF3,NGES7M22
NGN2-NGF3,NGES6N22
NGQ2-NGF3,NGES5Q22
NGU2-NGF3,NGES4U22
NGV2-NGF3,NGES3V22
NGX0-NGF3,NGES26X20
NGZ0-NGF3,NGES25Z20
NGF1-NGF3,NGES24F20
NGG1-NGF3,NGES23G21
NGH1-NGF3,NGES22H21
NGJ1-NGF3,NGES21J21
NGK1-NGF3,NGES20K21
NGM1-NGF3,NGES19M21
NGN1-NGF3,NGES18N21
NGQ1-NGF3,NGES17Q21
NGU1-NGF3,NGES16U21
NGV1-NGF3,NGES15V21
NGX1-NGF3,NGES14X21
NGZ1-NGF3,NGES13Z21
NGF2-NGF3,NGES12F21
NGX2-NGF3,NGES2X22
NGZ2-NGF3,NGES1Z22
NGK0-NGF3,NGES32K20
NGM0-NGF3,NGES31M20
NGN0-NGF3,NGES30N20
NGG2-NGF3,NGES11G22
NGH2-NGF3,NGES10H22
NGJ2-NGF3,NGES9J22
NGK2-NGF3,NGES8K22
NGX9-NGG0,NGES3X19
NGZ9-NGG0,NGES2Z19
NGU9-NGG2,NGES29U19
NGV9-NGG2,NGES28V19
NGX9-NGG2,NGES27X19
NGZ9-NGG2,NGES26Z19
NGF0-NGG2,NGES25F19
NGG0-NGG2,NGES24G20
NGH0-NGG2,NGES23H20
NGJ0-NGG2,NGES22J20
NGK0-NGG2,NGES21K20
NGM0-NGG2,NGES20M20
NGN0-NGG2,NGES19N20
NGQ0-NGG2,NGES18Q20
NGU0-NGG2,NGES17U20
NGV0-NGG2,NGES16V20
NGX0-NGG2,NGES15X20
NGZ0-NGG2,NGES14Z20
NGF1-NGG2,NGES13F20
NGG1-NGG2,NGES12G21
NGH1-NGG2,NGES11H21
NGJ1-NGG2,NGES10J21
NGK1-NGG2,NGES9K21
NGM1-NGG2,NGES8M21
NGN1-NGG2,NGES7N21
NGQ1-NGG2,NGES6Q21
NGU1-NGG2,NGES5U21
NGV1-NGG2,NGES4V21
NGX1-NGG2,NGES3X21
NGZ1-NGG2,NGES2Z21
NGU9-NGX1,NGES26U19
NGV9-NGX1,NGES25V19
NGX9-NGX1,NGES24X19
NGZ9-NGX1,NGES23Z19
NGF0-NGX1,NGES22F19
NGG0-NGX1,NGES21G20
NGH0-NGX1,NGES20H20
NGJ0-NGX1,NGES19J20
NGK0-NGX1,NGES18K20
NGM0-NGX1,NGES17M20
NGN0-NGX1,NGES16N20
NGQ0-NGX1,NGES15Q20
NGU0-NGX1,NGES14U20
NGV0-NGX1,NGES13V20
NGX0-NGX1,NGES12X20
NGZ0-NGX1,NGES11Z20
NGF1-NGX1,NGES10F20
NGG1-NGX1,NGES9G21
NGH1-NGX1,NGES8H21
NGJ1-NGX1,NGES7J21
NGK1-NGX1,NGES6K21
